User_ID,Evaluation_ID,Question ID,Question Text,Value
59289,4874,18,Worry about becoming unemployed or being transferred against your will?,0
59289,4874,19,Feel that management trusted the employees to do their work well?,3
59289,4874,20,Trust management?,3
59289,4874,21,Feel conflicts were resolved in a fair way?,3
59289,4874,22,Feel work negatively affected your private life?,1
59289,4874,23,Get exposed to undesired sexual attention or violence?,0
59289,4874,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59301,4554,12,Get behind in your work?,0
59211,4878,5,Feel you had nothing to look forward to?,1
59211,4878,6,Feel that life was meaningless?,0
59301,4554,4,Overall,3
59301,4554,8,Feel you were close to panic?,1
59301,4554,10,Feel intolerant of anything that kept you from what you were doing?,1
59301,4554,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59301,4554,17,Feel there is a good relationship with your colleagues?,2
59301,4554,5,Feel you had nothing to look forward to?,1
59301,4554,19,Feel that management trusted the employees to do their work well?,2
59301,4554,9,Found it hard to wind down?,3
59301,4554,15,Feel recognized and appreciated at work?,1
59211,4878,9,Found it hard to wind down?,1
59301,4554,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59301,4554,1,Individual,3
59301,4554,2,Interpersonal,2
59301,4554,3,Social,3
59301,4554,6,Feel that life was meaningless?,1
59301,4554,7,Feel scared without any good reason?,1
59301,4554,13,Influence decisions concerning your work?,1
59301,4554,14,Find your work meaningful?,1
59301,4554,16,Feel treated fairly at work?,1
59301,4554,18,Worry about becoming unemployed or being transferred against your will?,1
59301,4554,20,Trust management?,2
59301,4554,21,Feel conflicts were resolved in a fair way?,1
59301,4554,22,Feel work negatively affected your private life?,2
59301,4554,23,Get exposed to undesired sexual attention or violence?,1
59211,4878,1,Individual,5
59211,4878,2,Interpersonal,5
59211,4878,3,Social,5
59211,4878,4,Overall,5
59211,4878,7,Feel scared without any good reason?,0
59211,4878,8,Feel you were close to panic?,0
59211,4878,10,Feel intolerant of anything that kept you from what you were doing?,0
59211,4878,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59211,4878,12,Get behind in your work?,0
59211,4878,13,Influence decisions concerning your work?,0
59211,4878,14,Find your work meaningful?,2
59211,4878,15,Feel recognized and appreciated at work?,1
59211,4878,16,Feel treated fairly at work?,2
59211,4878,17,Feel there is a good relationship with your colleagues?,1
59211,4878,18,Worry about becoming unemployed or being transferred against your will?,1
59211,4878,19,Feel that management trusted the employees to do their work well?,3
59211,4878,20,Trust management?,2
59211,4878,21,Feel conflicts were resolved in a fair way?,1
59211,4878,22,Feel work negatively affected your private life?,0
59211,4878,23,Get exposed to undesired sexual attention or violence?,0
59211,4878,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59145,4885,1,Individual,4
59145,4885,2,Interpersonal,5
59145,4885,3,Social,3
59145,4885,4,Overall,4
59145,4885,5,Feel you had nothing to look forward to?,0
59145,4885,6,Feel that life was meaningless?,0
59145,4885,7,Feel scared without any good reason?,1
59145,4885,8,Feel you were close to panic?,1
59145,4885,9,Found it hard to wind down?,1
59145,4885,10,Feel intolerant of anything that kept you from what you were doing?,1
59145,4885,11,"Feel guilty about substance use (alcohol, drugs, etc)?",3
59145,4885,12,Get behind in your work?,1
59145,4885,13,Influence decisions concerning your work?,1
59145,4885,14,Find your work meaningful?,1
59145,4885,15,Feel recognized and appreciated at work?,1
59145,4885,16,Feel treated fairly at work?,1
59145,4885,17,Feel there is a good relationship with your colleagues?,2
59145,4885,18,Worry about becoming unemployed or being transferred against your will?,1
59145,4885,19,Feel that management trusted the employees to do their work well?,2
59145,4885,20,Trust management?,2
59145,4885,21,Feel conflicts were resolved in a fair way?,2
59145,4885,22,Feel work negatively affected your private life?,0
59145,4885,23,Get exposed to undesired sexual attention or violence?,0
59145,4885,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59492,4898,1,Individual,4
59492,4898,15,Feel recognized and appreciated at work?,2
59469,4901,18,Worry about becoming unemployed or being transferred against your will?,1
59492,4898,17,Feel there is a good relationship with your colleagues?,2
59492,4898,23,Get exposed to undesired sexual attention or violence?,0
59469,4901,1,Individual,4
59469,4901,8,Feel you were close to panic?,0
59240,4899,12,Get behind in your work?,0
59469,4901,3,Social,2
59492,4898,10,Feel intolerant of anything that kept you from what you were doing?,1
59240,4899,19,Feel that management trusted the employees to do their work well?,3
59240,4899,22,Feel work negatively affected your private life?,0
59240,4899,7,Feel scared without any good reason?,0
59240,4899,18,Worry about becoming unemployed or being transferred against your will?,0
59492,4898,3,Social,4
59492,4898,9,Found it hard to wind down?,1
59469,4901,5,Feel you had nothing to look forward to?,1
59469,4901,20,Trust management?,2
59469,4901,9,Found it hard to wind down?,3
59492,4898,14,Find your work meaningful?,2
59492,4898,20,Trust management?,2
59240,4899,15,Feel recognized and appreciated at work?,3
59487,4920,19,Feel that management trusted the employees to do their work well?,1
59521,4946,9,Found it hard to wind down?,1
59521,4946,10,Feel intolerant of anything that kept you from what you were doing?,1
59492,4898,13,Influence decisions concerning your work?,1
59240,4899,8,Feel you were close to panic?,0
59240,4899,10,Feel intolerant of anything that kept you from what you were doing?,0
59240,4899,23,Get exposed to undesired sexual attention or violence?,0
59469,4901,22,Feel work negatively affected your private life?,1
59492,4898,4,Overall,4
59492,4898,5,Feel you had nothing to look forward to?,0
59240,4899,4,Overall,5
59240,4899,21,Feel conflicts were resolved in a fair way?,3
59240,4899,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59469,4901,12,Get behind in your work?,1
59469,4901,21,Feel conflicts were resolved in a fair way?,3
59492,4898,2,Interpersonal,4
59240,4899,13,Influence decisions concerning your work?,0
59469,4901,6,Feel that life was meaningless?,1
59469,4901,16,Feel treated fairly at work?,2
59459,4921,19,Feel that management trusted the employees to do their work well?,1
59487,4920,9,Found it hard to wind down?,1
59487,4920,15,Feel recognized and appreciated at work?,2
59521,4946,2,Interpersonal,2
59492,4898,18,Worry about becoming unemployed or being transferred against your will?,0
59240,4899,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59469,4901,4,Overall,3
59469,4901,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59492,4898,16,Feel treated fairly at work?,2
59469,4901,17,Feel there is a good relationship with your colleagues?,3
59469,4901,19,Feel that management trusted the employees to do their work well?,3
59459,4921,2,Interpersonal,3
59459,4921,13,Influence decisions concerning your work?,1
59521,4946,23,Get exposed to undesired sexual attention or violence?,0
59492,4898,7,Feel scared without any good reason?,0
59492,4898,19,Feel that management trusted the employees to do their work well?,2
59240,4899,3,Social,4
59240,4899,9,Found it hard to wind down?,1
59469,4901,2,Interpersonal,5
59240,4899,2,Interpersonal,5
59492,4898,6,Feel that life was meaningless?,0
59492,4898,8,Feel you were close to panic?,0
59492,4898,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59492,4898,12,Get behind in your work?,0
59492,4898,21,Feel conflicts were resolved in a fair way?,2
59492,4898,22,Feel work negatively affected your private life?,1
59492,4898,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59240,4899,1,Individual,5
59240,4899,5,Feel you had nothing to look forward to?,1
59240,4899,6,Feel that life was meaningless?,0
59240,4899,14,Find your work meaningful?,2
59240,4899,16,Feel treated fairly at work?,3
59240,4899,17,Feel there is a good relationship with your colleagues?,3
59240,4899,20,Trust management?,3
59469,4901,7,Feel scared without any good reason?,0
59469,4901,10,Feel intolerant of anything that kept you from what you were doing?,2
59469,4901,13,Influence decisions concerning your work?,2
59469,4901,14,Find your work meaningful?,2
59469,4901,15,Feel recognized and appreciated at work?,2
59469,4901,23,Get exposed to undesired sexual attention or violence?,0
59469,4901,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59459,4921,4,Overall,3
59459,4921,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59459,4921,17,Feel there is a good relationship with your colleagues?,3
59459,4921,20,Trust management?,0
59487,4920,12,Get behind in your work?,3
59487,4920,13,Influence decisions concerning your work?,1
59487,4920,23,Get exposed to undesired sexual attention or violence?,0
59487,4920,8,Feel you were close to panic?,1
59487,4920,20,Trust management?,0
59459,4921,1,Individual,3
59459,4921,3,Social,2
59487,4920,3,Social,4
59459,4921,6,Feel that life was meaningless?,1
59459,4921,10,Feel intolerant of anything that kept you from what you were doing?,2
59459,4921,12,Get behind in your work?,1
59487,4920,6,Feel that life was meaningless?,0
59459,4921,23,Get exposed to undesired sexual attention or violence?,0
59459,4921,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59487,4920,14,Find your work meaningful?,1
59487,4920,22,Feel work negatively affected your private life?,2
59487,4920,1,Individual,2
59459,4921,5,Feel you had nothing to look forward to?,2
59459,4921,8,Feel you were close to panic?,1
59459,4921,16,Feel treated fairly at work?,1
59487,4920,2,Interpersonal,4
59459,4921,9,Found it hard to wind down?,1
59459,4921,14,Find your work meaningful?,0
59487,4920,7,Feel scared without any good reason?,0
59459,4921,21,Feel conflicts were resolved in a fair way?,1
59487,4920,4,Overall,3
59459,4921,7,Feel scared without any good reason?,0
59459,4921,15,Feel recognized and appreciated at work?,0
59487,4920,17,Feel there is a good relationship with your colleagues?,3
59459,4921,18,Worry about becoming unemployed or being transferred against your will?,0
59487,4920,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59487,4920,10,Feel intolerant of anything that kept you from what you were doing?,1
59487,4920,5,Feel you had nothing to look forward to?,2
59459,4921,22,Feel work negatively affected your private life?,0
59487,4920,16,Feel treated fairly at work?,1
59487,4920,18,Worry about becoming unemployed or being transferred against your will?,0
59487,4920,21,Feel conflicts were resolved in a fair way?,1
59487,4920,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59521,4946,13,Influence decisions concerning your work?,0
59521,4946,14,Find your work meaningful?,2
59521,4946,17,Feel there is a good relationship with your colleagues?,1
59521,4946,1,Individual,2
59521,4946,3,Social,3
59521,4946,4,Overall,3
59521,4946,5,Feel you had nothing to look forward to?,1
59521,4946,6,Feel that life was meaningless?,1
59521,4946,7,Feel scared without any good reason?,0
59521,4946,8,Feel you were close to panic?,0
59521,4946,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59521,4946,12,Get behind in your work?,0
59521,4946,15,Feel recognized and appreciated at work?,2
59521,4946,16,Feel treated fairly at work?,2
59521,4946,18,Worry about becoming unemployed or being transferred against your will?,1
59521,4946,19,Feel that management trusted the employees to do their work well?,3
59521,4946,20,Trust management?,1
59521,4946,21,Feel conflicts were resolved in a fair way?,1
59521,4946,22,Feel work negatively affected your private life?,1
59521,4946,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59503,4951,2,Interpersonal,4
59503,4951,22,Feel work negatively affected your private life?,3
59503,4951,3,Social,3
59503,4951,1,Individual,3
59503,4951,4,Overall,3
59503,4951,5,Feel you had nothing to look forward to?,0
59503,4951,6,Feel that life was meaningless?,0
59503,4951,7,Feel scared without any good reason?,1
59503,4951,8,Feel you were close to panic?,2
59503,4951,9,Found it hard to wind down?,2
59503,4951,10,Feel intolerant of anything that kept you from what you were doing?,2
59503,4951,11,"Feel guilty about substance use (alcohol, drugs, etc)?",2
59503,4951,12,Get behind in your work?,0
59503,4951,13,Influence decisions concerning your work?,1
59503,4951,14,Find your work meaningful?,1
59503,4951,15,Feel recognized and appreciated at work?,1
59503,4951,16,Feel treated fairly at work?,0
59503,4951,17,Feel there is a good relationship with your colleagues?,3
59503,4951,18,Worry about becoming unemployed or being transferred against your will?,3
59503,4951,19,Feel that management trusted the employees to do their work well?,1
59503,4951,20,Trust management?,1
59503,4951,21,Feel conflicts were resolved in a fair way?,1
59503,4951,23,Get exposed to undesired sexual attention or violence?,0
59503,4951,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
60078,4952,1,Individual,5
60078,4952,2,Interpersonal,5
60078,4952,3,Social,5
60078,4952,4,Overall,5
60078,4952,5,Feel you had nothing to look forward to?,0
60078,4952,6,Feel that life was meaningless?,0
60078,4952,7,Feel scared without any good reason?,0
60078,4952,8,Feel you were close to panic?,0
60078,4952,9,Found it hard to wind down?,0
60078,4952,10,Feel intolerant of anything that kept you from what you were doing?,1
60078,4952,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
60078,4952,12,Get behind in your work?,1
60078,4952,13,Influence decisions concerning your work?,2
60078,4952,14,Find your work meaningful?,2
60078,4952,15,Feel recognized and appreciated at work?,2
60078,4952,16,Feel treated fairly at work?,3
60078,4952,17,Feel there is a good relationship with your colleagues?,3
60078,4952,18,Worry about becoming unemployed or being transferred against your will?,1
60078,4952,19,Feel that management trusted the employees to do their work well?,2
60078,4952,20,Trust management?,2
60078,4952,23,Get exposed to undesired sexual attention or violence?,0
60078,4952,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
60078,4952,21,Feel conflicts were resolved in a fair way?,3
60078,4952,22,Feel work negatively affected your private life?,1
59190,4960,1,Individual,3
59190,4960,8,Feel you were close to panic?,0
59190,4960,22,Feel work negatively affected your private life?,1
59190,4960,15,Feel recognized and appreciated at work?,1
59190,4960,2,Interpersonal,4
59190,4960,3,Social,4
59190,4960,5,Feel you had nothing to look forward to?,1
59190,4960,10,Feel intolerant of anything that kept you from what you were doing?,1
59190,4960,13,Influence decisions concerning your work?,1
59190,4960,20,Trust management?,2
59397,4963,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59397,4963,15,Feel recognized and appreciated at work?,1
59397,4963,16,Feel treated fairly at work?,2
59397,4963,22,Feel work negatively affected your private life?,1
59190,4960,4,Overall,3
59190,4960,6,Feel that life was meaningless?,0
59190,4960,7,Feel scared without any good reason?,0
59190,4960,9,Found it hard to wind down?,2
59190,4960,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59190,4960,12,Get behind in your work?,0
59190,4960,14,Find your work meaningful?,1
59190,4960,16,Feel treated fairly at work?,2
59190,4960,17,Feel there is a good relationship with your colleagues?,3
59190,4960,18,Worry about becoming unemployed or being transferred against your will?,0
59190,4960,19,Feel that management trusted the employees to do their work well?,3
59190,4960,21,Feel conflicts were resolved in a fair way?,3
59190,4960,23,Get exposed to undesired sexual attention or violence?,0
59190,4960,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59397,4963,1,Individual,3
59397,4963,2,Interpersonal,4
59397,4963,3,Social,4
59397,4963,4,Overall,3
59397,4963,5,Feel you had nothing to look forward to?,2
59397,4963,6,Feel that life was meaningless?,0
59397,4963,7,Feel scared without any good reason?,0
59397,4963,8,Feel you were close to panic?,1
59397,4963,9,Found it hard to wind down?,0
59397,4963,10,Feel intolerant of anything that kept you from what you were doing?,1
59397,4963,12,Get behind in your work?,0
59397,4963,13,Influence decisions concerning your work?,1
59397,4963,14,Find your work meaningful?,1
59397,4963,17,Feel there is a good relationship with your colleagues?,2
59397,4963,18,Worry about becoming unemployed or being transferred against your will?,1
59397,4963,19,Feel that management trusted the employees to do their work well?,2
59397,4963,20,Trust management?,3
59397,4963,21,Feel conflicts were resolved in a fair way?,3
59397,4963,23,Get exposed to undesired sexual attention or violence?,0
59397,4963,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59402,5007,10,Feel intolerant of anything that kept you from what you were doing?,0
59402,5007,16,Feel treated fairly at work?,1
59402,5007,12,Get behind in your work?,1
59402,5007,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59402,5007,17,Feel there is a good relationship with your colleagues?,1
59402,5007,3,Social,4
59402,5007,6,Feel that life was meaningless?,3
59402,5007,21,Feel conflicts were resolved in a fair way?,1
59402,5007,1,Individual,5
59402,5007,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59402,5007,4,Overall,3
59402,5007,15,Feel recognized and appreciated at work?,0
59402,5007,19,Feel that management trusted the employees to do their work well?,2
59402,5007,20,Trust management?,0
59402,5007,9,Found it hard to wind down?,1
59402,5007,13,Influence decisions concerning your work?,1
59402,5007,14,Find your work meaningful?,2
59402,5007,2,Interpersonal,1
59402,5007,5,Feel you had nothing to look forward to?,1
59402,5007,7,Feel scared without any good reason?,0
59402,5007,8,Feel you were close to panic?,1
59402,5007,18,Worry about becoming unemployed or being transferred against your will?,1
59402,5007,22,Feel work negatively affected your private life?,0
59402,5007,23,Get exposed to undesired sexual attention or violence?,0
59451,5134,1,Individual,3
59451,5134,2,Interpersonal,3
59451,5134,3,Social,2
59451,5134,4,Overall,3
59451,5134,5,Feel you had nothing to look forward to?,1
59451,5134,6,Feel that life was meaningless?,1
59451,5134,7,Feel scared without any good reason?,0
59451,5134,8,Feel you were close to panic?,0
59451,5134,9,Found it hard to wind down?,1
59451,5134,10,Feel intolerant of anything that kept you from what you were doing?,0
59451,5134,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59451,5134,12,Get behind in your work?,0
59451,5134,13,Influence decisions concerning your work?,0
59451,5134,14,Find your work meaningful?,2
59451,5134,15,Feel recognized and appreciated at work?,3
59451,5134,16,Feel treated fairly at work?,3
59451,5134,17,Feel there is a good relationship with your colleagues?,2
59451,5134,18,Worry about becoming unemployed or being transferred against your will?,0
59451,5134,19,Feel that management trusted the employees to do their work well?,3
59451,5134,20,Trust management?,2
59451,5134,21,Feel conflicts were resolved in a fair way?,0
59451,5134,22,Feel work negatively affected your private life?,0
59451,5134,23,Get exposed to undesired sexual attention or violence?,0
59451,5134,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59228,4221,1,Individual,4
59228,4221,2,Interpersonal,5
59228,4221,3,Social,4
59228,4221,4,Overall,4
59228,4221,5,Feel you had nothing to look forward to?,0
59228,4221,6,Feel that life was meaningless?,0
59228,4221,7,Feel scared without any good reason?,2
59228,4221,8,Feel you were close to panic?,2
59228,4221,9,Found it hard to wind down?,1
59228,4221,10,Feel intolerant of anything that kept you from what you were doing?,1
59228,4221,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59228,4221,12,Get behind in your work?,0
59228,4221,13,Influence decisions concerning your work?,1
59228,4221,14,Find your work meaningful?,2
59228,4221,15,Feel recognized and appreciated at work?,2
59228,4221,16,Feel treated fairly at work?,3
59228,4221,17,Feel there is a good relationship with your colleagues?,3
59228,4221,18,Worry about becoming unemployed or being transferred against your will?,0
59228,4221,19,Feel that management trusted the employees to do their work well?,3
59228,4221,20,Trust management?,3
59228,4221,21,Feel conflicts were resolved in a fair way?,3
59228,4221,22,Feel work negatively affected your private life?,0
59228,4221,23,Get exposed to undesired sexual attention or violence?,0
59228,4221,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59273,5138,1,Individual,4
59273,5138,2,Interpersonal,3
59273,5138,3,Social,4
59273,5138,4,Overall,4
59273,5138,5,Feel you had nothing to look forward to?,0
59273,5138,6,Feel that life was meaningless?,0
59273,5138,7,Feel scared without any good reason?,0
59273,5138,8,Feel you were close to panic?,0
59273,5138,9,Found it hard to wind down?,1
59273,5138,10,Feel intolerant of anything that kept you from what you were doing?,1
59273,5138,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59273,5138,12,Get behind in your work?,0
59273,5138,13,Influence decisions concerning your work?,1
59273,5138,14,Find your work meaningful?,1
59273,5138,15,Feel recognized and appreciated at work?,1
59273,5138,16,Feel treated fairly at work?,2
59273,5138,17,Feel there is a good relationship with your colleagues?,2
59273,5138,18,Worry about becoming unemployed or being transferred against your will?,0
59273,5138,21,Feel conflicts were resolved in a fair way?,3
59273,5138,19,Feel that management trusted the employees to do their work well?,2
59273,5138,20,Trust management?,3
59273,5138,22,Feel work negatively affected your private life?,0
59273,5138,23,Get exposed to undesired sexual attention or violence?,0
59273,5138,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59179,5148,1,Individual,2
59179,5148,2,Interpersonal,4
59179,5148,3,Social,1
59179,5148,4,Overall,2
59179,5148,5,Feel you had nothing to look forward to?,1
59179,5148,6,Feel that life was meaningless?,0
59179,5148,7,Feel scared without any good reason?,0
59179,5148,8,Feel you were close to panic?,0
59179,5148,9,Found it hard to wind down?,2
59179,5148,10,Feel intolerant of anything that kept you from what you were doing?,1
59179,5148,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59179,5148,12,Get behind in your work?,1
59179,5148,13,Influence decisions concerning your work?,2
59179,5148,14,Find your work meaningful?,1
59179,5148,15,Feel recognized and appreciated at work?,1
59179,5148,16,Feel treated fairly at work?,1
59179,5148,17,Feel there is a good relationship with your colleagues?,1
59179,5148,18,Worry about becoming unemployed or being transferred against your will?,1
59179,5148,19,Feel that management trusted the employees to do their work well?,1
59179,5148,20,Trust management?,1
59179,5148,21,Feel conflicts were resolved in a fair way?,1
59179,5148,22,Feel work negatively affected your private life?,2
59179,5148,23,Get exposed to undesired sexual attention or violence?,0
59179,5148,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59276,5158,1,Individual,3
59276,5158,2,Interpersonal,2
59276,5158,3,Social,1
59276,5158,4,Overall,1
59276,5158,5,Feel you had nothing to look forward to?,3
59276,5158,6,Feel that life was meaningless?,3
59276,5158,7,Feel scared without any good reason?,2
59276,5158,8,Feel you were close to panic?,2
59276,5158,9,Found it hard to wind down?,2
59276,5158,10,Feel intolerant of anything that kept you from what you were doing?,3
59276,5158,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59276,5158,12,Get behind in your work?,1
59276,5158,13,Influence decisions concerning your work?,1
59276,5158,14,Find your work meaningful?,1
59276,5158,15,Feel recognized and appreciated at work?,1
59276,5158,16,Feel treated fairly at work?,1
59276,5158,17,Feel there is a good relationship with your colleagues?,1
59276,5158,18,Worry about becoming unemployed or being transferred against your will?,2
59276,5158,19,Feel that management trusted the employees to do their work well?,3
59276,5158,20,Trust management?,2
59276,5158,21,Feel conflicts were resolved in a fair way?,2
59276,5158,22,Feel work negatively affected your private life?,1
59276,5158,23,Get exposed to undesired sexual attention or violence?,2
59276,5158,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,1
59502,5164,1,Individual,2
59502,5164,2,Interpersonal,2
59502,5164,3,Social,2
59502,5164,4,Overall,2
59502,5164,5,Feel you had nothing to look forward to?,1
59502,5164,6,Feel that life was meaningless?,1
59502,5164,7,Feel scared without any good reason?,1
59502,5164,8,Feel you were close to panic?,1
59502,5164,9,Found it hard to wind down?,1
59502,5164,10,Feel intolerant of anything that kept you from what you were doing?,1
59502,5164,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59502,5164,12,Get behind in your work?,1
59502,5164,13,Influence decisions concerning your work?,1
59502,5164,14,Find your work meaningful?,1
59502,5164,15,Feel recognized and appreciated at work?,1
59502,5164,16,Feel treated fairly at work?,1
59502,5164,17,Feel there is a good relationship with your colleagues?,2
59502,5164,18,Worry about becoming unemployed or being transferred against your will?,1
59502,5164,19,Feel that management trusted the employees to do their work well?,1
59502,5164,20,Trust management?,0
59502,5164,21,Feel conflicts were resolved in a fair way?,1
59502,5164,22,Feel work negatively affected your private life?,3
59502,5164,23,Get exposed to undesired sexual attention or violence?,0
59502,5164,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59406,4560,9,Found it hard to wind down?,2
59406,4560,10,Feel intolerant of anything that kept you from what you were doing?,1
59406,4560,4,Overall,3
59406,4560,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59406,4560,12,Get behind in your work?,0
59406,4560,8,Feel you were close to panic?,0
59406,4560,15,Feel recognized and appreciated at work?,1
59406,4560,1,Individual,3
59406,4560,2,Interpersonal,1
59406,4560,3,Social,3
59406,4560,5,Feel you had nothing to look forward to?,2
59406,4560,6,Feel that life was meaningless?,1
59406,4560,7,Feel scared without any good reason?,0
59406,4560,13,Influence decisions concerning your work?,0
59406,4560,14,Find your work meaningful?,1
59406,4560,16,Feel treated fairly at work?,1
59406,4560,17,Feel there is a good relationship with your colleagues?,3
59406,4560,18,Worry about becoming unemployed or being transferred against your will?,0
59406,4560,19,Feel that management trusted the employees to do their work well?,2
59406,4560,20,Trust management?,2
59406,4560,21,Feel conflicts were resolved in a fair way?,2
59406,4560,22,Feel work negatively affected your private life?,1
59406,4560,23,Get exposed to undesired sexual attention or violence?,0
59406,4560,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59296,5283,1,Individual,3
59296,5283,2,Interpersonal,4
59296,5283,3,Social,2
59296,5283,4,Overall,4
59296,5283,5,Feel you had nothing to look forward to?,1
59296,5283,6,Feel that life was meaningless?,0
59296,5283,7,Feel scared without any good reason?,2
59296,5283,8,Feel you were close to panic?,2
59296,5283,9,Found it hard to wind down?,2
59296,5283,10,Feel intolerant of anything that kept you from what you were doing?,1
59296,5283,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59296,5283,12,Get behind in your work?,2
59296,5283,13,Influence decisions concerning your work?,0
59296,5283,14,Find your work meaningful?,2
59296,5283,15,Feel recognized and appreciated at work?,1
59296,5283,16,Feel treated fairly at work?,1
59296,5283,17,Feel there is a good relationship with your colleagues?,2
59296,5283,18,Worry about becoming unemployed or being transferred against your will?,3
59296,5283,21,Feel conflicts were resolved in a fair way?,1
59296,5283,19,Feel that management trusted the employees to do their work well?,2
59296,5283,20,Trust management?,1
59208,5286,10,Feel intolerant of anything that kept you from what you were doing?,1
59296,5283,22,Feel work negatively affected your private life?,2
59296,5283,23,Get exposed to undesired sexual attention or violence?,0
59296,5283,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,1
59208,5286,1,Individual,4
59208,5286,3,Social,4
59208,5286,12,Get behind in your work?,1
59208,5286,14,Find your work meaningful?,3
59208,5286,23,Get exposed to undesired sexual attention or violence?,0
59208,5286,2,Interpersonal,3
59208,5286,6,Feel that life was meaningless?,0
59208,5286,7,Feel scared without any good reason?,0
59208,5286,9,Found it hard to wind down?,1
59208,5286,13,Influence decisions concerning your work?,1
59208,5286,16,Feel treated fairly at work?,3
59208,5286,17,Feel there is a good relationship with your colleagues?,3
59208,5286,18,Worry about becoming unemployed or being transferred against your will?,0
59208,5286,19,Feel that management trusted the employees to do their work well?,3
59208,5286,20,Trust management?,3
59208,5286,21,Feel conflicts were resolved in a fair way?,3
59208,5286,22,Feel work negatively affected your private life?,1
59208,5286,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,0
59208,5286,4,Overall,4
59208,5286,5,Feel you had nothing to look forward to?,0
59208,5286,8,Feel you were close to panic?,0
59208,5286,11,"Feel guilty about substance use (alcohol, drugs, etc)?",1
59208,5286,15,Feel recognized and appreciated at work?,3
59320,5301,4,Overall,3
59320,5301,6,Feel that life was meaningless?,1
59320,5301,15,Feel recognized and appreciated at work?,0
59320,5301,1,Individual,2
59320,5301,17,Feel there is a good relationship with your colleagues?,1
59320,5301,23,Get exposed to undesired sexual attention or violence?,0
59320,5301,2,Interpersonal,2
59320,5301,9,Found it hard to wind down?,2
59320,5301,3,Social,4
59320,5301,5,Feel you had nothing to look forward to?,2
59320,5301,7,Feel scared without any good reason?,0
59320,5301,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59320,5301,12,Get behind in your work?,1
59320,5301,8,Feel you were close to panic?,0
59320,5301,18,Worry about becoming unemployed or being transferred against your will?,1
59320,5301,10,Feel intolerant of anything that kept you from what you were doing?,1
59320,5301,13,Influence decisions concerning your work?,0
59320,5301,14,Find your work meaningful?,1
59320,5301,16,Feel treated fairly at work?,1
59320,5301,20,Trust management?,0
59320,5301,22,Feel work negatively affected your private life?,2
59320,5301,19,Feel that management trusted the employees to do their work well?,1
59320,5301,21,Feel conflicts were resolved in a fair way?,1
59320,5301,24,Were bullied (repeated exposure to unpleasant or degrading treatment)?,1
59352,5313,1,Individual,3
59352,5313,2,Interpersonal,4
59352,5313,3,Social,2
59352,5313,11,"Feel guilty about substance use (alcohol, drugs, etc)?",0
59241,5316,7,Feel scared without any good reason?,1
59352,5313,4,Overall,3
59352,5313,5,Feel you had nothing to look forward to?,0
